status_bucket,num_goals,language,avg_goal_difficulty,nav_hours,poverty_hours,total_hours_lost,lifetime_hours,lifetime_days
citizen,1,en,9.0,11.2,255.4,266.6,5332.0,666.5
citizen,1,es,9.0,15.3,383.7,399.0,7980.0,997.5
permanent_resident,1,en,12.0,15.2,327.5,342.7,6854.0,856.8
DACA,3,en,13.0,23.1,520.7,543.8,10876.0,1359.5
DACA,3,en,10.0,16.0,554.0,570.0,11400.0,1425.0
undocumented,1,es,18.0,53.9,987.7,1041.6,20832.0,2604.0
citizen,2,es,8.0,17.1,367.9,385.0,7700.0,962.5
citizen,1,en,12.0,9.5,265.8,275.3,5506.0,688.2
undocumented,1,es,14.0,37.7,1073.3,1111.0,22220.0,2777.5
permanent_resident,1,es,7.0,15.8,494.8,510.6,10212.0,1276.5
citizen,2,es,16.0,22.2,435.6,457.8,9156.0,1144.5
permanent_resident,3,en,11.0,8.2,379.1,387.3,7746.0,968.2
DACA,3,en,13.67,24.7,487.7,512.4,10248.0,1281.0
permanent_resident,2,en,10.5,13.3,338.4,351.7,7034.0,879.2
DACA,5,en,12.0,24.3,514.8,539.1,10782.0,1347.8
undocumented,2,en,15.0,36.5,744.0,780.5,15610.0,1951.2
citizen,4,en,12.0,18.0,263.1,281.1,5622.0,702.8
permanent_resident,2,en,10.5,10.3,365.1,375.4,7508.0,938.5
DACA,2,es,10.5,25.2,671.3,696.5,13930.0,1741.2
citizen,3,en,9.33,10.4,255.9,266.3,5326.0,665.8
DACA,1,es,7.0,17.6,706.6,724.2,14484.0,1810.5
DACA,3,es,11.33,28.7,728.6,757.3,15146.0,1893.2
undocumented,2,es,13.5,40.2,1064.5,1104.7,22094.0,2761.8
citizen,1,en,14.0,13.7,255.6,269.3,5386.0,673.2
DACA,1,es,14.0,31.2,688.9,720.1,14402.0,1800.2
undocumented,2,en,13.0,28.7,744.0,772.7,15454.0,1931.8
permanent_resident,4,es,13.25,26.7,532.9,559.6,11192.0,1399.0
DACA,4,en,13.25,26.2,527.8,554.0,11080.0,1385.0
citizen,4,es,11.5,26.0,393.4,419.4,8388.0,1048.5
permanent_resident,3,es,12.33,26.5,467.1,493.6,9872.0,1234.0
citizen,5,es,12.0,21.6,357.5,379.1,7582.0,947.8
permanent_resident,2,en,10.5,12.7,342.6,355.3,7106.0,888.2
permanent_resident,2,es,16.0,25.0,466.8,491.8,9836.0,1229.5
DACA,3,en,11.0,19.3,506.9,526.2,10524.0,1315.5
DACA,4,en,13.25,24.6,517.2,541.8,10836.0,1354.5
permanent_resident,5,es,12.0,22.8,503.8,526.6,10532.0,1316.5
citizen,1,en,18.0,19.4,285.8,305.2,6104.0,763.0
undocumented,1,en,7.0,11.0,725.3,736.3,14726.0,1840.8
permanent_resident,2,en,15.0,21.6,378.1,399.7,7994.0,999.2
undocumented,1,es,9.0,26.3,1032.6,1058.9,21178.0,2647.2
citizen,5,en,12.0,15.3,261.1,276.4,5528.0,691.0
DACA,3,es,11.33,29.1,714.2,743.3,14866.0,1858.2
DACA,2,es,8.0,25.1,686.1,711.2,14224.0,1778.0
citizen,4,es,13.25,23.7,382.5,406.2,8124.0,1015.5
citizen,1,es,18.0,27.1,389.5,416.6,8332.0,1041.5
citizen,2,en,11.5,10.7,235.6,246.3,4926.0,615.8
undocumented,5,es,12.0,37.0,1046.2,1083.2,21664.0,2708.0
DACA,2,es,8.0,22.1,677.8,699.9,13998.0,1749.8
permanent_resident,1,en,12.0,15.1,333.4,348.5,6970.0,871.2
citizen,2,en,8.0,7.1,243.5,250.6,5012.0,626.5
undocumented,4,en,12.75,26.6,726.8,753.4,15068.0,1883.5
permanent_resident,3,en,12.33,11.5,398.7,410.2,8204.0,1025.5
undocumented,3,en,13.67,34.2,748.5,782.7,15654.0,1956.8
citizen,1,en,12.0,11.6,191.7,203.3,4066.0,508.2
DACA,1,en,14.0,46.9,490.0,536.9,10738.0,1342.2
undocumented,4,es,11.5,38.8,1035.9,1074.7,21494.0,2686.8
undocumented,3,es,11.0,31.0,1053.6,1084.6,21692.0,2711.5
permanent_resident,4,en,12.75,14.7,310.3,325.0,6500.0,812.5
citizen,1,es,7.0,11.7,338.2,349.9,6998.0,874.8
DACA,3,es,13.0,30.5,706.8,737.3,14746.0,1843.2
permanent_resident,5,es,12.0,23.8,523.0,546.8,10936.0,1367.0
DACA,1,es,14.0,38.0,740.4,778.4,15568.0,1946.0
permanent_resident,5,es,12.0,24.2,457.9,482.1,9642.0,1205.2
DACA,2,es,12.5,28.1,676.4,704.5,14090.0,1761.2
permanent_resident,1,en,7.0,12.9,342.7,355.6,7112.0,889.0
citizen,4,es,12.75,21.9,382.8,404.7,8094.0,1011.8
undocumented,2,es,13.0,27.7,1054.7,1082.4,21648.0,2706.0
permanent_resident,1,en,14.0,19.8,320.6,340.4,6808.0,851.0
permanent_resident,3,en,11.33,18.0,328.9,346.9,6938.0,867.2
DACA,1,en,9.0,29.6,493.9,523.5,10470.0,1308.8
undocumented,1,en,14.0,34.2,719.1,753.3,15066.0,1883.2
DACA,2,es,10.5,30.3,706.7,737.0,14740.0,1842.5
citizen,1,en,14.0,12.3,312.0,324.3,6486.0,810.8
undocumented,3,es,13.0,37.2,1060.2,1097.4,21948.0,2743.5
DACA,2,es,10.5,27.2,722.5,749.7,14994.0,1874.2
citizen,1,en,18.0,17.2,336.0,353.2,7064.0,883.0
DACA,1,en,7.0,11.4,526.1,537.5,10750.0,1343.8
permanent_resident,5,es,12.0,12.6,484.9,497.5,9950.0,1243.8
undocumented,2,en,16.0,38.4,801.4,839.8,16796.0,2099.5
DACA,3,en,14.67,26.8,495.6,522.4,10448.0,1306.0
DACA,2,es,13.0,29.8,687.8,717.6,14352.0,1794.0
citizen,3,en,11.33,2.8,233.2,236.0,4720.0,590.0
permanent_resident,1,es,14.0,25.6,454.1,479.7,9594.0,1199.2
undocumented,2,en,8.0,19.9,735.4,755.3,15106.0,1888.2
undocumented,5,es,12.0,36.9,1041.6,1078.5,21570.0,2696.2
permanent_resident,4,es,12.75,23.5,480.8,504.3,10086.0,1260.8
undocumented,2,en,13.0,30.5,744.0,774.5,15490.0,1936.2
DACA,2,en,11.5,18.7,530.7,549.4,10988.0,1373.5
DACA,3,es,12.33,32.5,661.2,693.7,13874.0,1734.2
undocumented,3,en,10.0,27.4,748.3,775.7,15514.0,1939.2
permanent_resident,1,en,7.0,10.5,336.3,346.8,6936.0,867.0
DACA,1,es,9.0,26.5,706.9,733.4,14668.0,1833.5
undocumented,1,en,9.0,21.1,733.4,754.5,15090.0,1886.2
permanent_resident,2,es,10.5,23.6,532.6,556.2,11124.0,1390.5
permanent_resident,1,en,12.0,19.3,323.5,342.8,6856.0,857.0
permanent_resident,5,es,12.0,23.9,506.0,529.9,10598.0,1324.8
citizen,1,es,18.0,26.3,363.6,389.9,7798.0,974.8
citizen,1,en,7.0,7.7,265.8,273.5,5470.0,683.8
citizen,3,es,11.0,20.6,357.0,377.6,7552.0,944.0
permanent_resident,1,en,14.0,16.7,344.3,361.0,7220.0,902.5
citizen,1,es,14.0,23.8,407.8,431.6,8632.0,1079.0
citizen,2,en,13.0,10.0,267.6,277.6,5552.0,694.0
citizen,4,es,10.5,13.8,386.7,400.5,8010.0,1001.2
DACA,1,en,12.0,20.1,587.4,607.5,12150.0,1518.8
undocumented,3,es,13.0,38.9,1046.5,1085.4,21708.0,2713.5
DACA,4,en,13.25,22.2,590.2,612.4,12248.0,1531.0
undocumented,2,en,10.5,23.1,737.6,760.7,15214.0,1901.8
DACA,1,en,12.0,22.8,455.7,478.5,9570.0,1196.2
permanent_resident,2,es,15.0,30.8,521.8,552.6,11052.0,1381.5
citizen,5,es,12.0,20.4,387.7,408.1,8162.0,1020.2
citizen,2,es,13.5,20.7,366.8,387.5,7750.0,968.8
permanent_resident,3,es,11.0,21.7,488.5,510.2,10204.0,1275.5
permanent_resident,5,en,12.0,13.9,372.3,386.2,7724.0,965.5
permanent_resident,2,es,13.0,23.1,501.9,525.0,10500.0,1312.5
citizen,1,es,12.0,8.1,344.1,352.2,7044.0,880.5
DACA,3,en,13.67,24.0,526.6,550.6,11012.0,1376.5
undocumented,1,en,7.0,15.8,746.3,762.1,15242.0,1905.2
undocumented,2,en,10.5,24.7,725.4,750.1,15002.0,1875.2
DACA,3,es,13.67,31.4,696.8,728.2,14564.0,1820.5
citizen,1,es,9.0,17.0,356.3,373.3,7466.0,933.2
citizen,2,en,15.0,17.6,244.3,261.9,5238.0,654.8
permanent_resident,2,es,12.5,28.0,494.7,522.7,10454.0,1306.8
undocumented,2,es,10.5,31.5,1037.0,1068.5,21370.0,2671.2
undocumented,1,es,18.0,48.2,1044.9,1093.1,21862.0,2732.8
citizen,2,en,16.0,18.9,273.8,292.7,5854.0,731.8
undocumented,1,en,14.0,35.4,740.3,775.7,15514.0,1939.2
permanent_resident,1,es,18.0,29.2,466.5,495.7,9914.0,1239.2
citizen,2,en,10.5,11.5,277.0,288.5,5770.0,721.2
citizen,4,en,12.0,16.2,260.5,276.7,5534.0,691.8
citizen,1,es,18.0,30.4,366.2,396.6,7932.0,991.5
permanent_resident,2,es,13.5,29.2,486.1,515.3,10306.0,1288.2
DACA,2,en,15.0,28.5,520.0,548.5,10970.0,1371.2
undocumented,2,en,10.5,27.5,730.6,758.1,15162.0,1895.2
permanent_resident,3,en,13.67,22.5,332.9,355.4,7108.0,888.5
citizen,3,es,10.0,14.3,359.2,373.5,7470.0,933.8
citizen,2,en,15.0,12.7,275.4,288.1,5762.0,720.2
citizen,2,en,10.5,22.2,272.3,294.5,5890.0,736.2
permanent_resident,3,es,14.67,23.4,498.7,522.1,10442.0,1305.2
undocumented,2,en,9.5,24.7,745.3,770.0,15400.0,1925.0
undocumented,5,es,12.0,37.1,1035.0,1072.1,21442.0,2680.2
undocumented,1,es,7.0,22.9,1048.9,1071.8,21436.0,2679.5
permanent_resident,4,en,12.0,13.4,444.0,457.4,9148.0,1143.5
citizen,5,es,12.0,19.2,381.4,400.6,8012.0,1001.5
DACA,5,es,12.0,26.1,865.0,891.1,17822.0,2227.8
permanent_resident,3,es,14.67,31.1,470.7,501.8,10036.0,1254.5
DACA,1,en,12.0,15.7,485.7,501.4,10028.0,1253.5
permanent_resident,3,en,11.33,12.6,349.3,361.9,7238.0,904.8
citizen,1,es,12.0,21.1,394.2,415.3,8306.0,1038.2
permanent_resident,5,es,12.0,19.3,472.7,492.0,9840.0,1230.0
DACA,5,en,12.0,18.3,510.7,529.0,10580.0,1322.5
permanent_resident,2,es,13.5,24.8,547.4,572.2,11444.0,1430.5
undocumented,3,en,13.0,29.7,736.2,765.9,15318.0,1914.8
citizen,5,es,12.0,20.5,314.2,334.7,6694.0,836.8
undocumented,4,es,12.75,41.0,1024.3,1065.3,21306.0,2663.2
permanent_resident,2,en,13.0,18.3,344.8,363.1,7262.0,907.8
citizen,2,es,13.0,23.6,407.0,430.6,8612.0,1076.5
citizen,3,es,13.0,17.7,364.9,382.6,7652.0,956.5
permanent_resident,5,en,12.0,19.4,326.0,345.4,6908.0,863.5
DACA,4,es,12.75,29.5,703.5,733.0,14660.0,1832.5
permanent_resident,2,en,13.5,20.5,323.9,344.4,6888.0,861.0
permanent_resident,5,en,12.0,19.1,394.2,413.3,8266.0,1033.2
citizen,3,en,12.33,16.2,267.9,284.1,5682.0,710.2
citizen,3,en,11.67,6.6,258.6,265.2,5304.0,663.0
permanent_resident,2,es,12.5,16.4,536.5,552.9,11058.0,1382.2
DACA,2,en,10.5,18.4,508.1,526.5,10530.0,1316.2
citizen,4,es,13.25,20.9,381.2,402.1,8042.0,1005.2
undocumented,1,en,18.0,47.2,757.4,804.6,16092.0,2011.5
DACA,2,es,8.0,23.4,696.2,719.6,14392.0,1799.0
permanent_resident,3,en,11.67,17.5,326.4,343.9,6878.0,859.8
DACA,5,es,12.0,27.0,696.5,723.5,14470.0,1808.8
DACA,1,en,7.0,11.3,484.1,495.4,9908.0,1238.5
citizen,5,es,12.0,14.5,396.4,410.9,8218.0,1027.2
undocumented,1,es,9.0,27.2,1041.5,1068.7,21374.0,2671.8
DACA,2,es,16.0,36.9,694.1,731.0,14620.0,1827.5
citizen,3,en,13.0,14.7,286.6,301.3,6026.0,753.2
DACA,2,es,11.5,28.7,718.0,746.7,14934.0,1866.8
DACA,1,en,18.0,37.3,440.5,477.8,9556.0,1194.5
permanent_resident,3,en,9.33,7.7,336.4,344.1,6882.0,860.2
DACA,3,en,11.33,17.3,506.2,523.5,10470.0,1308.8
DACA,1,en,7.0,7.9,483.9,491.8,9836.0,1229.5
citizen,3,en,11.67,10.4,250.9,261.3,5226.0,653.2
undocumented,1,es,12.0,41.9,1032.2,1074.1,21482.0,2685.2
DACA,3,en,9.33,24.3,516.9,541.2,10824.0,1353.0
permanent_resident,1,en,18.0,23.1,372.1,395.2,7904.0,988.0
undocumented,2,es,11.5,32.0,1063.6,1095.6,21912.0,2739.0
DACA,2,en,10.5,20.6,480.1,500.7,10014.0,1251.8
undocumented,4,en,13.25,45.8,720.7,766.5,15330.0,1916.2
permanent_resident,3,en,11.0,3.9,335.6,339.5,6790.0,848.8
citizen,2,en,13.0,17.9,271.2,289.1,5782.0,722.8
permanent_resident,1,es,12.0,21.0,482.7,503.7,10074.0,1259.2
DACA,5,en,12.0,21.6,494.8,516.4,10328.0,1291.0
permanent_resident,2,en,10.5,16.0,379.1,395.1,7902.0,987.8
undocumented,3,en,13.0,35.7,718.1,753.8,15076.0,1884.5
citizen,1,en,9.0,7.0,271.7,278.7,5574.0,696.8
permanent_resident,2,en,9.5,10.6,365.7,376.3,7526.0,940.8
permanent_resident,1,es,12.0,21.1,485.0,506.1,10122.0,1265.2
DACA,1,en,12.0,22.3,509.8,532.1,10642.0,1330.2
citizen,2,es,10.5,19.4,353.8,373.2,7464.0,933.0
DACA,2,en,8.0,16.2,549.9,566.1,11322.0,1415.2
undocumented,2,en,9.5,22.5,756.1,778.6,15572.0,1946.5
undocumented,4,es,10.5,30.2,1047.7,1077.9,21558.0,2694.8
citizen,3,en,11.33,14.3,272.7,287.0,5740.0,717.5
DACA,1,es,9.0,25.8,672.8,698.6,13972.0,1746.5
DACA,4,es,11.5,28.9,749.6,778.5,15570.0,1946.2
undocumented,5,en,12.0,24.6,717.3,741.9,14838.0,1854.8
permanent_resident,3,es,11.0,21.8,513.2,535.0,10700.0,1337.5
undocumented,2,es,16.0,47.3,1041.0,1088.3,21766.0,2720.8
permanent_resident,3,es,11.0,24.4,589.2,613.6,12272.0,1534.0
citizen,1,es,14.0,21.2,379.2,400.4,8008.0,1001.0
citizen,2,es,10.5,19.3,336.6,355.9,7118.0,889.8
undocumented,1,es,18.0,37.0,1053.5,1090.5,21810.0,2726.2
DACA,1,es,12.0,28.8,702.6,731.4,14628.0,1828.5
citizen,2,en,9.5,1.0,266.0,267.0,5340.0,667.5
citizen,5,en,12.0,9.9,266.3,276.2,5524.0,690.5
citizen,2,es,11.5,14.6,400.2,414.8,8296.0,1037.0
DACA,5,en,12.0,24.3,523.6,547.9,10958.0,1369.8
permanent_resident,2,es,11.5,21.9,502.4,524.3,10486.0,1310.8
DACA,3,es,14.67,32.9,705.2,738.1,14762.0,1845.2
citizen,4,es,12.0,18.9,351.2,370.1,7402.0,925.2
DACA,4,en,12.0,24.7,499.5,524.2,10484.0,1310.5
undocumented,5,es,12.0,38.7,1041.6,1080.3,21606.0,2700.8
permanent_resident,5,es,12.0,20.3,507.9,528.2,10564.0,1320.5
DACA,3,es,11.67,19.9,707.8,727.7,14554.0,1819.2
undocumented,1,es,7.0,24.2,1084.3,1108.5,22170.0,2771.2
citizen,5,en,12.0,10.1,261.4,271.5,5430.0,678.8
citizen,3,es,11.67,19.7,366.2,385.9,7718.0,964.8
permanent_resident,2,es,12.5,26.8,488.3,515.1,10302.0,1287.8
undocumented,3,es,12.33,38.9,1043.0,1081.9,21638.0,2704.8
undocumented,2,en,15.0,32.5,720.6,753.1,15062.0,1882.8
undocumented,5,en,12.0,29.4,748.1,777.5,15550.0,1943.8
permanent_resident,3,en,11.33,14.7,317.1,331.8,6636.0,829.5
undocumented,3,es,13.0,40.4,997.0,1037.4,20748.0,2593.5
DACA,1,es,9.0,24.5,724.8,749.3,14986.0,1873.2
permanent_resident,3,es,11.67,27.1,470.6,497.7,9954.0,1244.2
undocumented,2,en,13.0,30.7,744.0,774.7,15494.0,1936.8
citizen,1,es,12.0,18.9,368.2,387.1,7742.0,967.8
DACA,2,en,15.0,26.5,507.9,534.4,10688.0,1336.0
citizen,1,en,9.0,12.4,236.6,249.0,4980.0,622.5
DACA,1,en,12.0,22.2,424.3,446.5,8930.0,1116.2
citizen,3,en,12.33,11.0,253.9,264.9,5298.0,662.2
citizen,2,en,13.0,10.8,239.4,250.2,5004.0,625.5
DACA,5,en,12.0,21.5,465.6,487.1,9742.0,1217.8
permanent_resident,3,en,13.67,17.0,341.7,358.7,7174.0,896.8
permanent_resident,1,es,18.0,29.1,483.0,512.1,10242.0,1280.2
citizen,3,en,13.0,13.1,234.5,247.6,4952.0,619.0
undocumented,5,en,12.0,29.2,749.0,778.2,15564.0,1945.5
citizen,3,en,13.0,14.5,237.6,252.1,5042.0,630.2
citizen,3,en,13.0,10.3,307.6,317.9,6358.0,794.8
DACA,5,es,12.0,14.5,708.3,722.8,14456.0,1807.0
citizen,2,en,13.0,16.1,235.8,251.9,5038.0,629.8
DACA,3,es,10.0,24.6,659.2,683.8,13676.0,1709.5
permanent_resident,3,en,13.0,14.4,308.9,323.3,6466.0,808.2
citizen,2,es,16.0,25.3,385.9,411.2,8224.0,1028.0
DACA,2,en,13.0,25.6,514.1,539.7,10794.0,1349.2
permanent_resident,4,en,10.5,11.5,345.8,357.3,7146.0,893.2
permanent_resident,3,es,14.67,29.0,484.5,513.5,10270.0,1283.8
DACA,1,es,7.0,24.7,704.2,728.9,14578.0,1822.2
permanent_resident,5,es,12.0,28.0,481.0,509.0,10180.0,1272.5
DACA,3,en,14.67,23.8,469.4,493.2,9864.0,1233.0
permanent_resident,1,en,12.0,15.3,356.2,371.5,7430.0,928.8
permanent_resident,1,en,12.0,16.0,321.7,337.7,6754.0,844.2
permanent_resident,4,en,10.5,14.4,394.2,408.6,8172.0,1021.5
permanent_resident,5,en,12.0,17.6,353.5,371.1,7422.0,927.8
DACA,5,es,12.0,29.2,711.0,740.2,14804.0,1850.5
DACA,2,es,11.5,28.8,699.6,728.4,14568.0,1821.0
undocumented,2,en,11.5,28.9,744.1,773.0,15460.0,1932.5
permanent_resident,1,en,14.0,9.9,342.1,352.0,7040.0,880.0
undocumented,5,es,12.0,37.9,1037.3,1075.2,21504.0,2688.0
undocumented,2,en,8.0,21.3,741.1,762.4,15248.0,1906.0
DACA,2,es,10.5,28.0,697.7,725.7,14514.0,1814.2
undocumented,4,en,12.0,25.3,735.7,761.0,15220.0,1902.5
undocumented,1,en,12.0,29.9,731.1,761.0,15220.0,1902.5
permanent_resident,1,es,7.0,16.7,493.9,510.6,10212.0,1276.5
undocumented,3,es,9.33,29.9,1021.6,1051.5,21030.0,2628.8
undocumented,2,es,12.5,34.6,1025.4,1060.0,21200.0,2650.0
undocumented,4,es,12.75,38.9,1047.2,1086.1,21722.0,2715.2
citizen,1,en,12.0,11.9,259.9,271.8,5436.0,679.5
permanent_resident,4,en,11.5,15.2,330.5,345.7,6914.0,864.2
DACA,5,es,12.0,49.5,711.7,761.2,15224.0,1903.0
DACA,3,en,11.33,16.2,647.3,663.5,13270.0,1658.8
undocumented,1,es,12.0,36.9,1037.7,1074.6,21492.0,2686.5
permanent_resident,2,es,9.5,27.6,462.4,490.0,9800.0,1225.0
undocumented,2,en,8.0,24.0,755.7,779.7,15594.0,1949.2
citizen,2,es,16.0,22.0,365.7,387.7,7754.0,969.2
undocumented,4,es,11.5,37.7,1034.6,1072.3,21446.0,2680.8
DACA,2,en,13.0,27.4,446.5,473.9,9478.0,1184.8
permanent_resident,4,es,12.0,25.4,470.2,495.6,9912.0,1239.0
DACA,2,es,10.5,28.7,733.9,762.6,15252.0,1906.5
undocumented,3,es,11.0,33.4,1021.9,1055.3,21106.0,2638.2
undocumented,5,es,12.0,37.4,1028.3,1065.7,21314.0,2664.2
citizen,2,es,11.5,16.7,390.6,407.3,8146.0,1018.2
permanent_resident,2,es,12.5,30.8,466.0,496.8,9936.0,1242.0
DACA,3,en,13.67,18.0,497.8,515.8,10316.0,1289.5
undocumented,3,es,11.0,31.4,1053.0,1084.4,21688.0,2711.0
undocumented,3,en,12.33,28.8,759.4,788.2,15764.0,1970.5
DACA,3,es,11.0,32.2,706.9,739.1,14782.0,1847.8
undocumented,3,es,13.0,41.8,1050.4,1092.2,21844.0,2730.5
citizen,3,en,11.33,5.6,263.4,269.0,5380.0,672.5
undocumented,1,en,14.0,31.6,721.1,752.7,15054.0,1881.8
permanent_resident,1,en,12.0,9.7,375.5,385.2,7704.0,963.0
permanent_resident,1,en,7.0,1.9,259.4,261.3,5226.0,653.2
DACA,1,es,9.0,26.1,681.7,707.8,14156.0,1769.5
permanent_resident,1,en,14.0,21.8,418.8,440.6,8812.0,1101.5
permanent_resident,4,en,10.5,14.7,339.0,353.7,7074.0,884.2
citizen,5,es,12.0,19.0,370.7,389.7,7794.0,974.2
citizen,3,en,11.67,12.7,243.9,256.6,5132.0,641.5
citizen,1,en,18.0,17.5,265.6,283.1,5662.0,707.8
DACA,5,es,12.0,28.0,608.6,636.6,12732.0,1591.5
permanent_resident,3,es,10.0,19.0,480.6,499.6,9992.0,1249.0
permanent_resident,5,en,12.0,18.2,358.4,376.6,7532.0,941.5
undocumented,3,es,11.67,36.4,1005.4,1041.8,20836.0,2604.5
undocumented,1,en,7.0,13.3,739.6,752.9,15058.0,1882.2
undocumented,2,en,15.0,35.1,706.7,741.8,14836.0,1854.5
DACA,5,es,12.0,32.0,717.5,749.5,14990.0,1873.8
undocumented,4,en,12.75,30.4,721.8,752.2,15044.0,1880.5
undocumented,4,es,11.5,54.5,1004.1,1058.6,21172.0,2646.5
permanent_resident,1,en,14.0,19.9,361.6,381.5,7630.0,953.8
DACA,1,es,7.0,21.7,696.4,718.1,14362.0,1795.2
DACA,4,es,10.5,29.6,657.0,686.6,13732.0,1716.5
DACA,3,en,13.0,25.2,495.8,521.0,10420.0,1302.5
citizen,5,en,12.0,12.7,274.6,287.3,5746.0,718.2
undocumented,1,es,14.0,40.1,1075.0,1115.1,22302.0,2787.8
citizen,2,en,10.5,11.6,280.2,291.8,5836.0,729.5
undocumented,4,en,12.75,25.0,773.9,798.9,15978.0,1997.2
DACA,3,en,14.67,21.7,510.6,532.3,10646.0,1330.8
citizen,1,en,18.0,20.3,313.6,333.9,6678.0,834.8
DACA,2,es,16.0,35.5,723.8,759.3,15186.0,1898.2
permanent_resident,4,en,12.0,10.7,224.8,235.5,4710.0,588.8
DACA,4,en,11.5,18.8,510.8,529.6,10592.0,1324.0
citizen,5,es,12.0,20.6,373.6,394.2,7884.0,985.5
permanent_resident,4,es,12.75,22.9,459.6,482.5,9650.0,1206.2
DACA,5,en,12.0,23.6,475.6,499.2,9984.0,1248.0
citizen,3,es,9.33,18.6,370.8,389.4,7788.0,973.5
undocumented,5,es,12.0,36.9,1085.2,1122.1,22442.0,2805.2
DACA,2,es,16.0,37.4,705.7,743.1,14862.0,1857.8
undocumented,2,es,10.5,34.4,1013.6,1048.0,20960.0,2620.0
DACA,2,es,11.5,25.6,723.4,749.0,14980.0,1872.5
permanent_resident,3,en,10.0,13.7,340.8,354.5,7090.0,886.2
DACA,5,es,12.0,27.0,765.6,792.6,15852.0,1981.5
permanent_resident,1,en,9.0,14.2,361.1,375.3,7506.0,938.2
permanent_resident,1,en,7.0,5.9,347.6,353.5,7070.0,883.8
DACA,4,es,12.75,28.7,667.0,695.7,13914.0,1739.2
citizen,1,es,7.0,19.5,420.4,439.9,8798.0,1099.8
undocumented,2,es,16.0,48.6,1031.8,1080.4,21608.0,2701.0
undocumented,3,en,13.67,30.7,735.0,765.7,15314.0,1914.2
permanent_resident,4,es,10.5,22.9,519.4,542.3,10846.0,1355.8
DACA,5,es,12.0,32.1,712.2,744.3,14886.0,1860.8
DACA,5,es,12.0,30.0,733.5,763.5,15270.0,1908.8
citizen,3,es,11.33,17.5,369.0,386.5,7730.0,966.2
citizen,1,es,14.0,24.2,375.9,400.1,8002.0,1000.2
undocumented,3,en,14.67,33.4,748.2,781.6,15632.0,1954.0
DACA,4,en,12.0,19.0,471.1,490.1,9802.0,1225.2
DACA,3,en,13.0,23.3,496.9,520.2,10404.0,1300.5
undocumented,1,en,7.0,16.8,837.8,854.6,17092.0,2136.5
DACA,2,es,10.5,25.3,718.9,744.2,14884.0,1860.5
DACA,2,es,8.0,23.5,680.1,703.6,14072.0,1759.0
undocumented,5,es,12.0,40.0,1058.8,1098.8,21976.0,2747.0
citizen,2,es,13.5,23.4,392.9,416.3,8326.0,1040.8
permanent_resident,5,en,12.0,6.7,361.1,367.8,7356.0,919.5
undocumented,2,en,13.5,31.9,746.3,778.2,15564.0,1945.5
permanent_resident,2,en,9.5,11.6,334.9,346.5,6930.0,866.2
undocumented,4,en,12.75,28.6,789.3,817.9,16358.0,2044.8
DACA,1,es,7.0,20.0,698.8,718.8,14376.0,1797.0
permanent_resident,5,en,12.0,10.6,352.4,363.0,7260.0,907.5
permanent_resident,3,en,13.0,15.8,360.0,375.8,7516.0,939.5
undocumented,3,en,11.67,27.1,744.3,771.4,15428.0,1928.5
citizen,1,es,18.0,36.2,367.5,403.7,8074.0,1009.2
undocumented,2,es,10.5,31.1,1024.4,1055.5,21110.0,2638.8
citizen,3,es,12.33,21.3,382.2,403.5,8070.0,1008.8
undocumented,3,en,11.33,25.2,768.3,793.5,15870.0,1983.8
undocumented,4,es,13.25,41.8,1044.9,1086.7,21734.0,2716.8
permanent_resident,3,es,13.0,27.8,479.4,507.2,10144.0,1268.0
undocumented,5,es,12.0,42.6,1072.0,1114.6,22292.0,2786.5
citizen,2,es,8.0,19.9,321.3,341.2,6824.0,853.0
DACA,4,es,12.75,34.0,700.4,734.4,14688.0,1836.0
citizen,2,en,16.0,17.7,269.0,286.7,5734.0,716.8
permanent_resident,3,es,10.0,24.8,486.7,511.5,10230.0,1278.8
citizen,2,en,16.0,16.1,278.1,294.2,5884.0,735.5
undocumented,5,es,12.0,36.0,1041.6,1077.6,21552.0,2694.0
undocumented,4,en,12.75,29.7,747.6,777.3,15546.0,1943.2
DACA,3,es,14.67,35.1,707.3,742.4,14848.0,1856.0
permanent_resident,2,en,13.0,14.6,332.8,347.4,6948.0,868.5
permanent_resident,2,en,12.5,20.9,389.2,410.1,8202.0,1025.2
citizen,1,en,12.0,16.6,309.6,326.2,6524.0,815.5
DACA,5,en,12.0,21.5,508.1,529.6,10592.0,1324.0
permanent_resident,3,en,11.33,19.7,334.7,354.4,7088.0,886.0
citizen,3,en,13.0,9.0,357.4,366.4,7328.0,916.0
permanent_resident,4,es,11.5,22.3,486.4,508.7,10174.0,1271.8
DACA,5,en,12.0,19.8,521.9,541.7,10834.0,1354.2
citizen,4,en,13.25,19.7,233.6,253.3,5066.0,633.2
citizen,5,es,12.0,19.9,358.7,378.6,7572.0,946.5
DACA,4,es,12.0,28.8,690.6,719.4,14388.0,1798.5
undocumented,1,en,9.0,26.5,746.9,773.4,15468.0,1933.5
DACA,5,en,12.0,22.3,512.2,534.5,10690.0,1336.2
DACA,1,en,9.0,18.9,602.7,621.6,12432.0,1554.0
citizen,2,en,11.5,9.6,282.3,291.9,5838.0,729.8
DACA,3,es,11.33,30.4,706.9,737.3,14746.0,1843.2
citizen,2,es,16.0,24.0,362.9,386.9,7738.0,967.2
DACA,4,en,10.5,18.8,514.9,533.7,10674.0,1334.2
